 ,id,team,inven_sortingindex,name,level,sortorder,"ad type
1=new
2=hot
3=new+hot
4=event
5=event+new
6=event+hot
7=event+hot+new",ImageName,"main product
0=첫번째
1
2
3","BuyerType
0=개인
1=클랜
공백=값을 사용 안함 (값이 있을경우 최우선적용,item.csv에 없는 아이템일경우  값기입필수)",사용,FabExtraItemID(제조비법있는 상품일경우),shop type
8948,8948,,,,,,,,,,,,
8947,8947,,,,,,,,,,,,
8946,8946,,,,,,,,,,,,
8945,8945,,,,,,,,,,,,
8944,8944,,,,,,,,,,,,
8943,8943,,,,,,,,,,,,
8942,8942,,,,,,,,,,,,
8941,8941,,,,,,,,,,,,
8940,8940,,,,,,,,,,,,
8939,8939,,,,,,,,,,,,
8938,8938,,,,,,,,,,,,
8937,8937,,,,,,,,,,,,
8936,8936,,,,,,,,,,,,
8935,8935,,,,,,,,,,,,
8934,8934,,,,,,,,,,,,
8933,8933,,,,,,,,,,,,
8932,8932,,,,,,,,,,,,
8931,8931,,,,,,,,,,,,
8930,8930,,,,,,,,,,,,
8929,8929,,,,,,,,,,,,
8928,8928,,,,,,,,,,,,
8927,8927,,,,,,,,,,,,
8926,8926,,,,,,,,,,,,
8925,8925,,,,,,,,,,,,
8924,8924,,,,,,,,,,,,
8923,8923,,,,,,,,,,,,
8922,8922,,,,,,,,,,,,
8921,8921,,,,,,,,,,,,
8920,8920,,,,,,,,,,,,
8919,8919,,,,,,,,,,,,
8918,8918,,,,,,,,,,,,
8917,8917,,,,,,,,,,,,
8916,8916,,,,,,,,,,,,
8915,8915,,,,,,,,,,,,
8914,8914,,,,,,,,,,,,
8913,8913,,,,,,,,,,,,
8912,8912,,,,,,,,,,,,
8911,8911,,,,,,,,,,,,
8910,8910,,,,,,,,,,,,
8909,8909,,,,,,,,,,,,
8908,8908,,,,,,,,,,,,
8907,8907,,,,,,,,,,,,
8906,8906,,,,,,,,,,,,
8905,8905,,,,,,,,,,,,
8904,8904,,,,,,,,,,,,
8903,8903,,,,,,,,,,,,
8902,8902,,,,,,,,,,,,
8901,8901,,,,,,,,,,,,
8900,8900,,,,,,,,,,,,
8899,8899,,,,,,,,,,,,
8898,8898,,,,,,,,,,,,
8897,8897,,,,,,,,,,,,
8896,8896,,,,,,,,,,,,
8895,8895,,,,,,,,,,,,
8894,8894,,,,,,,,,,,,
8893,8893,,,,,,,,,,,,
8892,8892,,,,,,,,,,,,
8891,8891,,,,,,,,,,,,
8890,8890,,,,,,,,,,,,
8889,8889,,,,,,,,,,,,
8888,8888,,,,,,,,,,,,
8887,8887,,,,,,,,,,,,
8886,8886,,,,,,,,,,,,
8885,8885,,,,,,,,,,,,
8884,8884,,,,,,,,,,,,
8883,8883,,,,,,,,,,,,
8882,8882,,,,,,,,,,,,
8881,8881,,,,,,,,,,,,
8880,8880,,,,,,,,,,,,
8879,8879,,,,,,,,,,,,
8878,8878,,,,,,,,,,,,
8877,8877,,,,,,,,,,,,
8876,8876,,,,,,,,,,,,
8875,8875,,,,,,,,,,,,
8874,8874,,,,,,,,,,,,
8873,8873,,,,,,,,,,,,
8872,8872,,,,,,,,,,,,
8871,8871,,,,,,,,,,,,
8870,8870,,,,,,,,,,,,
8869,8869,,,,,,,,,,,,
8868,8868,,,,,,,,,,,,
8867,8867,,,,,,,,,,,,
8866,8866,,,,,,,,,,,,
8865,8865,,,,,,,,,,,,
8864,8864,,,,,,,,,,,,
8863,8863,,,,,,,,,,,,
8862,8862,,,,,,,,,,,,
8861,8861,,,,,,,,,,,,
8860,8860,,,,,,,,,,,,
8859,8859,,,,,,,,,,,,
8858,8858,,,,,,,,,,,,
8857,8857,,,,,,,,,,,,
8856,8856,,,,,,,,,,,,
8855,8855,,,,,,,,,,,,
8854,8854,,,,,,,,,,,,
8853,8853,,,,,,,,,,,,
8852,8852,,,,,,,,,,,,
8851,8851,,,,,,,,,,,,
8850,8850,,,,,,,,,,,,
8849,8849,,,,,,,,,,,,
8848,8848,,,,,,,,,,,,
8847,8847,,,,,,,,,,,,
8846,8846,,,,,,,,,,,,
8845,8845,,,,,,,,,,,,
8844,8844,,,,,,,,,,,,
8843,8843,,,,,,,,,,,,
8842,8842,,,,,,,,,,,,
8841,8841,,,,,,,,,,,,
8840,8840,,,,,,,,,,,,
8839,8839,,,,,,,,,,,,
8838,8838,,,,,,,,,,,,
8837,8837,,,,,,,,,,,,
8836,8836,,,,,,,,,,,,
8835,8835,,,,,,,,,,,,
8834,8834,,,,,,,,,,,,
8833,8833,,,,,,,,,,,,
8832,8832,,,,,,,,,,,,
8831,8831,,,,,,,,,,,,
8830,8830,,,,,,,,,,,,
8829,8829,,,,,,,,,,,,
8828,8828,,,,,,,,,,,,
8827,8827,,,,,,,,,,,,
8826,8826,,,,,,,,,,,,
8825,8825,,,,,,,,,,,,
8824,8824,,,,,,,,,,,,
8823,8823,,,,,,,,,,,,
8822,8822,,,,,,,,,,,,
8821,8821,,,,,,,,,,,,
8820,8820,,,,,,,,,,,,
8819,8819,,,,,,,,,,,,
8818,8818,,,,,,,,,,,,
8817,8817,,,,,,,,,,,,
8816,8816,,,,,,,,,,,,
8815,8815,,,,,,,,,,,,
8814,8814,,,,,,,,,,,,
8813,8813,,,,,,,,,,,,
8812,8812,,,,,,,,,,,,
8811,8811,,,,,,,,,,,,
8810,8810,,,,,,,,,,,,
8809,8809,,,,,,,,,,,,
8808,8808,,,,,,,,,,,,
8807,8807,,,,,,,,,,,,
8806,8806,,,,,,,,,,,,
8805,8805,,,,,,,,,,,,
8804,8804,,,,,,,,,,,,
8803,8803,,,,,,,,,,,,
8802,8802,,,,,,,,,,,,
8801,8801,,,,,,,,,,,,
8800,8800,,,,,,,,,,,,
8799,8799,,,,,,,,,,,,
8798,8798,,,,,,,,,,,,
8797,8797,,,,,,,,,,,,
8796,8796,,,,,,,,,,,,
8795,8795,,,,,,,,,,,,
8794,8794,,,,,,,,,,,,
8793,8793,,,,,,,,,,,,
8792,8792,,,,,,,,,,,,
8791,8791,,,,,,,,,,,,
8790,8790,,,,,,,,,,,,
8789,8789,,,,,,,,,,,,
8788,8788,,,,,,3,,,,,,
8788,8788,,,,,,,,,,,,
8787,8787,,,,,,,,,,,,
8786,8786,,,,,,,,,,,,
8785,8785,,,,,,,,,,,,
8784,8784,,,,,,,,,,,,
8783,8783,,,,,,,,,,,,
8782,8782,,,,,,,,,,,,
8781,8781,,,,,,,,,,,,
8780,8780,,,,,,,,,,,,
8779,8779,,,,,,,,,,,,
8778,8778,,,,,,,,,,,,
8777,8777,,,,,,,,,,,,
8776,8776,,,,,,,,,,,,
8775,8775,,,,,,,,,,,,
8774,8774,,,,,,,,,,,,
8773,8773,,,,,,,,,,,,
8772,8772,,,,,,,,,,,,
8771,8771,,,,,,,,,,,,
8770,8770,,,,,,,,,,,,
8769,8769,,,,,,,,,,,,
8768,8768,,,,,,,,,,,,
8767,8767,,,,,,,,,,,,
8766,8766,,,,,,,,,,,,
8765,8765,,,,,,,,,,,,
8764,8764,,,,,,,,,,,,
8763,8763,,,,,,,,,,,,
8762,8762,,,,,,,,,,,,
8761,8761,,,,,,,,,,,,
8760,8760,,,,,,,,,,,,
8759,8759,,,,,,,,,,,,
8758,8758,,,,,,,,,,,,
8757,8757,,,,,,,,,,,,
8756,8756,,,,,,,,,,,,
8755,8755,,,,,,,,,,,,
8754,8754,,,,,,,,,,,,
8753,8753,,,,,,,,,,,,
8752,8752,,,,,,,,,,,,
8751,8751,,,,,,,,,,,,
8750,8750,,,,,,,,,,,,
8749,8749,,,,,,,,,,,,
8748,8748,,,,,,,,,,,,
8747,8747,,,,,,,,,,,,
8746,8746,,,,,,,,,,,,
8745,8745,,,,,,,,,,,,
8744,8744,,,,,,,,,,,,
8743,8743,,,,,,,,,,,,
8742,8742,,,,,,,,,,,,
8741,8741,,,,,,,,,,,,
8740,8740,,,,,,,,,,,,
8739,8739,,,,,,,,,,,,
8738,8738,,,,,,,,,,,,
8737,8737,,,,,,,,,,,,
8736,8736,,,,,,,,,,,,
8735,8735,,,,,,,,,,,,
8734,8734,,,,,,,,,,,,
8733,8733,,,,,,,,,,,,
8732,8732,,,,,,,,,,,,
8731,8731,,,,,,,,,,,,
8730,8730,,,,,,,,,,,,
8729,8729,,,,,,,,,,,,
8728,8728,,,,,,,,,,,,
8727,8727,,,,,,,,,,,,
8726,8726,,,,,,,,,,,,
8725,8725,,,,,,,,,,,,
8724,8724,,,,,,,,,,,,
8723,8723,,,,,,,,,,,,
8722,8722,,,,,,,,,,,,
8721,8721,,,,,,,,,,,,
8720,8720,,,,,,,,,,,,
8719,8719,,,,,,,,,,,,
8718,8718,,,,,,,,,,,,
8717,8717,,,,,,,,,,,,
8716,8716,,,,,,,,,,,,
8715,8715,,,,,,,,,,,,
8714,8714,,,,,,,,,,,,
8713,8713,,,,,,,,,,,,
8712,8712,,,,,,,,,,,,
8711,8711,,,,,,,,,,,,
8710,8710,,,,,,,,,,,,
8709,8709,,,,,,,,,,,,
8708,8708,,,,,,,,,,,,
8707,8707,,,,,,,,,,,,
8706,8706,,,,,,,,,,,,
8705,8705,,,,,,,,,,,,
8704,8704,,,,,,,,,,,,
8703,8703,,,,,,,,,,,,
8702,8702,,,,,,,,,,,,
8701,8701,,,,,,,,,,,,
8700,8700,,,,,,,,,,,,
8699,8699,,,,,,,,,,,,
8698,8698,,,,,,,,,,,,
8697,8697,,,,,,,,,,,,
8696,8696,,,,,,,,,,,,
8695,8695,,,,,,,,,,,,
8694,8694,,,,,,,,,,,,
8693,8693,,,,,,,,,,,,
8692,8692,,,,,,,,,,,,
8691,8691,,,,,,,,,,,,
8690,8690,,,,,,,,,,,,
8689,8689,,,,,,,,,,,,
8688,8688,,,,,,,,,,,,
8687,8687,,,,,,,,,,,,
8686,8686,,,,,,,,,,,,
8685,8685,,,,,,,,,,,,
8684,8684,,,,,,,,,,,,
8683,8683,,,,,,,,,,,,
8682,8682,,,,,,,,,,,,
8681,8681,,,,,,,,,,,,
8680,8680,,,,,,,,,,,,
8679,8679,,,,,,,,,,,,
8678,8678,,,,,,,,,,,,
8677,8677,,,,,,,,,,,,
8676,8676,,,,,,,,,,,,
8675,8675,,,,,,,,,,,,
8674,8674,,,,,,,,,,,,
8673,8673,,,,,,,,,,,,
8672,8672,,,,,,,,,,,,
8671,8671,,,,,,,,,,,,
8670,8670,,,,,,,,,,,,
8669,8669,,,,,,,,,,,,
8668,8668,,,,,,,,,,,,
8667,8667,,,,,,,,,,,,
8666,8666,,,,,,,,,,,,
8665,8665,,,,,,,,,,,,
8664,8664,,,,,,,,,,,,
8663,8663,,,,,,,,,,,,
8662,8662,,,,,,,,,,,,
8661,8661,,,,,,,,,,,,
8660,8660,,,,,,,,,,,,
8659,8659,,,,,,,,,,,,
8658,8658,,,,,,,,,,,,
8657,8657,,,,,,,,,,,,
8656,8656,,,,,,,,,,,,
8655,8655,,,,,,,,,,,,
8654,8654,,,,,,,,,,,,
8653,8653,,,,,,,,,,,,
8652,8652,,,,,,,,,,,,
8651,8651,,,,,,,,,,,,
8650,8650,,,,,,,,,,,,
8649,8649,,,,,,,,,,,,
8648,8648,,,,,,,,,,,,
8647,8647,,,,,,,,,,,,
8646,8646,,,,,,,,,,,,
8645,8645,,,,,,,,,,,,
8644,8644,,,,,,,,,,,,
8643,8643,,,,,,,,,,,,
8642,8642,,,,,,,,,,,,
8641,8641,,,,,,,,,,,,
8640,8640,,,,,,,,,,,,
8639,8639,,,,,,,,,,,,
8638,8638,,,,,,,,,,,,
8637,8637,,,,,,,,,,,,
8636,8636,,,,,,,,,,,,
8635,8635,,,,,,,,,,,,
8634,8634,,,,,,,,,,,,
8633,8633,,,,,,,,,,,,
8632,8632,,,,,,,,,,,,
8631,8631,,,,,,,,,,,,
8630,8630,,,,,,,,,,,,
8629,8629,,,,,,,,,,,,
8628,8628,,,,,,,,,,,,
8627,8627,,,,,,,,,,,,
8626,8626,,,,,,,,,,,,
8625,8625,,,,,,,,,,,,
8624,8624,,,,,,,,,,,,
8623,8623,,,,,,,,,,,,
8622,8622,,,,,,,,,,,,
8621,8621,,,,,,,,,,,,
8620,8620,,,,,,,,,,,,
8619,8619,,,,,,,,,,,,
8618,8618,,,,,,,,,,,,
8617,8617,,,,,,,,,,,,
8616,8616,,,,,,,,,,,,
8615,8615,,,,,,,,,,,,
8614,8614,,,,,,,,,,,,
8613,8613,,,,,,,,,,,,
8612,8612,,,,,,,,,,,,
8611,8611,,,,,,,,,,,,
8610,8610,,,,,,,,,,,,
8609,8609,,,,,,,,,,,,
8608,8608,,,,,,,,,,,,
8607,8607,,,,,,,,,,,,
8606,8606,,,,,,,,,,,,
8605,8605,,,,,,,,,,,,
8604,8604,,,,,,,,,,,,
8603,8603,,,,,,,,,,,,
8602,8602,,,,,,,,,,,,
8601,8601,,,,,,,,,,,,
8600,8600,,,,,,,,,,,,
8599,8599,,,,,,,,,,,,
8598,8598,,,,,,,,,,,,
8597,8597,,,,,,,,,,,,
8596,8596,,,,,,,,,,,,
8595,8595,,,,,,,,,,,,
8594,8594,,,,,,,,,,,,
8593,8593,,,,,,,,,,,,
8592,8592,,,,,,,,,,,,
8591,8591,,,,,,,,,,,,
8590,8590,,,,,,,,,,,,
8589,8589,,,,,,,,,,,,
8588,8588,,,,,,,,,,,,
8587,8587,,,,,,,,,,,,
8586,8586,,,,,,,,,,,,
8585,8585,,,,,,,,,,,,
8584,8584,,,,,,,,,,,,
8583,8583,,,,,,,,,,,,
8582,8582,,,,,,,,,,,,
8581,8581,,,,,,,,,,,,
8580,8580,,,,,,,,,,,,
8579,8579,,,,,,,,,,,,
8578,8578,,,,,,,,,,,,
8577,8577,,,,,,,,,,,,
8576,8576,,,,,,,,,,,,
8575,8575,,,,,,,,,,,,
8574,8574,,,,,,,,,,,,
8573,8573,,,,,,,,,,,,
8572,8572,,,,,,,,,,,,
8571,8571,,,,,,,,,,,,
8570,8570,,,,,,,,,,,,
8569,8569,,,,,,,,,,,,
8568,8568,,,,,,,,,,,,
8567,8567,,,,,,,,,,,,
8566,8566,,,,,,,,,,,,
8565,8565,,,,,,,,,,,,
8564,8564,,,,,,,,,,,,
8563,8563,,,,,,,,,,,,
8562,8562,,,,,,,,,,,,
8561,8561,,,,,,,,,,,,
8560,8560,,,,,,,,,,,,
8559,8559,,,,,,,,,,,,
8558,8558,,,,,,,,,,,,
8557,8557,,,,,,,,,,,,
8556,8556,,,,,,,,,,,,
8555,8555,,,,,,,,,,,,
8554,8554,,,,,,,,,,,,
8553,8553,,,,,,,,,,,,
8552,8552,,,,,,,,,,,,
8551,8551,,,,,,,,,,,,
8550,8550,,,,,,,,,,,,
8549,8549,,,,,,,,,,,,
8548,8548,,,,,,,,,,,,
8547,8547,,,,,,,,,,,,
8546,8546,,,,,,,,,,,,
8545,8545,,,,,,,,,,,,
8544,8544,,,,,,,,,,,,
8543,8543,,,,,,,,,,,,
8542,8542,,,,,,,,,,,,
8541,8541,,,,,,,,,,,,
8540,8540,,,,,,,,,,,,
8539,8539,,,,,,,,,,,,
8538,8538,,,,,,,,,,,,
8537,8537,,,,,,,,,,,,
8536,8536,,,,,,,,,,,,
8535,8535,,,,,,,,,,,,
8534,8534,,,,,,,,,,,,
8533,8533,,,,,,,,,,,,
8532,8532,,,,,,,,,,,,
8531,8531,,,,,,,,,,,,
8530,8530,,,,,,,,,,,,
8529,8529,,,,,,,,,,,,
8528,8528,,,,,,,,,,,,
8527,8527,,,,,,,,,,,,
8526,8526,,,,,,,,,,,,
8525,8525,,,,,,,,,,,,
8524,8524,,,,,,,,,,,,
8523,8523,,,,,,,,,,,,
8522,8522,,,,,,,,,,,,
8521,8521,,,,,,,,,,,,
8520,8520,,,,,,,,,,,,
8519,8519,,,,,,,,,,,,
8518,8518,,,,,,,,,,,,
8517,8517,,,,,,,,,,,,
8516,8516,,,,,,,,,,,,
8515,8515,,,,,,,,,,,,
8514,8514,,,,,,,,,,,,
8513,8513,,,,,,,,,,,,
8512,8512,,,,,,,,,,,,
8511,8511,,,,,,,,,,,,
8510,8510,,,,,,,,,,,,
8509,8509,,,,,,,,,,,,
8508,8508,,,,,,,,,,,,
8507,8507,,,,,,,,,,,,
8506,8506,,,,,,,,,,,,
8505,8505,,,,,,,,,,,,
8504,8504,,,,,,,,,,,,
8503,8503,,,,,,,,,,,,
8502,8502,,,,,,,,,,,,
8501,8501,,,,,,,,,,,,
8500,8500,,,,,,,,,,,,
8499,8499,,,,,,,,,,,,
8498,8498,,,,,,,,,,,,
8497,8497,,,,,,,,,,,,
8496,8496,,,,,,,,,,,,
8495,8495,,,,,,,,,,,,
8494,8494,,,,,,,,,,,,
8493,8493,,,,,,,,,,,,
8492,8492,,,,,,,,,,,,
8491,8491,,,,,,,,,,,,
8490,8490,,,,,,,,,,,,
8489,8489,,,,,,,,,,,,
8488,8488,,,,,,,,,,,,
8487,8487,,,,,,,,,,,,
8486,8486,,,,,,,,,,,,
8485,8485,,,,,,,,,,,,
8484,8484,,,,,,,,,,,,
8483,8483,,,,,,,,,,,,
8482,8482,,,,,,,,,,,,
8481,8481,,,,,,,,,,,,
8480,8480,,,,,,,,,,,,
8479,8479,,,,,,,,,,,,
8478,8478,,,,,,,,,,,,
8476,8476,,,,,,,,,,,,
8475,8475,,,,,,,,,,,,
8474,8474,,,,,,,,,,,,
8473,8473,,,,,,,,,,,,
8472,8472,,,,,,,,,,,,
8471,8471,,,,,,,,,,,,
8470,8470,,,,,,,,,,,,
8469,8469,,,,,,,,,,,,
8468,8468,,,,,,,,,,,,
8467,8467,,,,,,,,,,,,
8466,8466,,,,,,,,,,,,
8465,8465,,,,,,,,,,,,
8464,8464,,,,,,,,,,,,
8463,8463,,,,,,,,,,,,
8462,8462,,,,,,,,,,,,
8461,8461,,,,,,,,,,,,
8460,8460,,,,,,,,,,,,
8459,8459,,,,,,,,,,,,
8458,8458,,,,,,,,,,,,
8457,8457,,,,,,,,,,,,
8456,8456,,,,,,,,,,,,
8455,8455,,,,,,,,,,,,
8454,8454,,,,,,,,,,,,
8453,8453,,,,,,,,,,,,
8452,8452,,,,,,,,,,,,
8451,8451,,,,,,,,,,,,
8450,8450,,,,,,,,,,,,
8449,8449,,,,,,,,,,,,
8448,8448,,,,,,,,,,,,
8447,8447,,,,,,,,,,,,
8446,8446,,,,,,,,,,,,
8445,8445,,,,,,,,,,,,
8444,8444,,,,,,,,,,,,
8442,8442,,,,,,,,,,,,
8441,8441,,,,,,,,,,,,
8440,8440,,,,,,,,,,,,
8439,8439,,,,,,,,,,,,
8438,8438,,,,,,,,,,,,
8437,8437,,,,,,,,,,,,
8436,8436,,,,,,,,,,,,
8435,8435,,,,,,,,,,,,
8434,8434,,,,,,,,,,,,
8433,8433,,,,,,,,,,,,
8432,8432,,,,,,,,,,,,
8431,8431,,,,,,,,,,,,
8430,8430,,,,,,,,,,,,
8429,8429,,,,,,,,,,,,
8428,8428,,,,,,,,,,,,
8427,8427,,,,,,,,,,,,
8426,8426,,,,,,,,,,,,
8425,8425,,,,,,,,,,,,
8424,8424,,,,,,,,,,,,
8423,8423,,,,,,,,,,,,
8422,8422,,,,,,,,,,,,
8421,8421,,,,,,,,,,,,
8420,8420,,,,,,,,,,,,
8419,8419,,,,,,,,,,,,
8418,8418,,,,,,,,,,,,
8417,8417,,,,,,,,,,,,
8416,8416,,,,,,,,,,,,
8415,8415,,,,,,,,,,,,
8414,8414,,,,,,,,,,,,
8413,8413,,,,,,,,,,,,
8412,8412,,,,,,,,,,,,
8411,8411,,,,,,,,,,,,
8410,8410,,,,,,,,,,,,
8409,8409,,,,,,,,,,,,
8408,8408,,,,,,,,,,,,
8407,8407,,,,,,,,,,,,
8406,8406,,,,,,,,,,,,
8405,8405,,,,,,,,,,,,
8404,8404,,,,,,,,,,,,
8403,8403,,,,,,,,,,,,
8402,8402,,,,,,,,,,,,
8401,8401,,,,,,,,,,,,
8400,8400,,,,,,,,,,,,
8399,8399,,,,,,,,,,,,
8398,8398,,,,,,,,,,,,
8397,8397,,,,,,,,,,,,
8396,8396,,,,,,,,,,,,
8395,8395,,,,,,,,,,,,
8394,8394,,,,,,,,,,,,
8393,8393,,,,,,,,,,,,
8392,8392,,,,,,,,,,,,
8391,8391,,,,,,,,,,,,
8390,8390,,,,,,,,,,,,
8389,8389,,,,,,,,,,,,
8388,8388,,,,,,,,,,,,
8387,8387,,,,,,,,,,,,
8386,8386,,,,,,,,,,,,
8385,8385,,,,,,,,,,,,
8384,8384,,,,,,,,,,,,
8383,8383,,,,,,,,,,,,
8382,8382,,,,,,,,,,,,
8381,8381,,,,,,,,,,,,
8380,8380,,,,,,,,,,,,
8379,8379,,,,,,,,,,,,
8378,8378,,,,,,,,,,,,
8377,8377,,,,,,,,,,,,
8376,8376,,,,,,,,,,,,
8375,8375,,,,,,,,,,,,
8374,8374,,,,,,,,,,,,
8373,8373,,,,,,,,,,,,
8372,8372,,,,,,,,,,,,
8371,8371,,,,,,,,,,,,
8370,8370,,,,,,,,,,,,
8369,8369,,,,,,,,,,,,
8368,8368,,,,,,,,,,,,
8367,8367,,,,,,,,,,,,
8366,8366,,,,,,,,,,,,
8365,8365,,,,,,,,,,,,
8364,8364,,,,,,,,,,,,
8363,8363,,,,,,,,,,,,
8362,8362,,,,,,,,,,,,
8361,8361,,,,,,,,,,,,
8360,8360,,,,,,,,,,,,
8359,8359,,,,,,,,,,,,
8358,8358,,,,,,,,,,,,
8357,8357,,,,,,,,,,,,
8356,8356,,,,,,,,,,,,
8355,8355,,,,,,,,,,,,
8354,8354,,,,,,,,,,,,
8353,8353,,,,,,,,,,,,
8352,8352,,,,,,,,,,,,
8351,8351,,,,,,,,,,,,
8350,8350,,,,,,,,,,,,
8349,8349,,,,,,,,,,,,
8348,8348,,,,,,,,,,,,
8347,8347,,,,,,,,,,,,
8346,8346,,,,,,,,,,,,
8345,8345,,,,,,,,,,,,
8344,8344,,,,,,,,,,,,
8343,8343,,,,,,,,,,,,
8342,8342,,,,,,,,,,,,
8341,8341,,,,,,,,,,,,
8340,8340,,,,,,,,,,,,
8339,8339,,,,,,,,,,,,
8336,8336,,,,,877,,,,,,,
8335,8335,,,,,878,,,,,,,
8334,8334,,,,,,,,,,,,
8333,8333,,,,,,,,,,,,
8332,8332,,,,,,,,,,,,
8331,8331,,,,,,,,,,,,
8330,8330,,,,,,,,,,,,
8329,8329,,,,,,,,,,,,
8328,8328,,,,,,,,,,,,
8327,8327,,,,,,,,,,,,
8326,8326,,,,,789,3,,,,,,
8325,8325,,,,,790,3,,,,,,
8324,8324,,,,,791,3,,,,,,
8314,8314,,,,,,,,,,,,
8313,8313,,,,,,,,,,,,
8312,8312,,,,,,,,,,,,
8311,8311,,,,,,,,,,,,
8310,8310,,,,,,,,,,,,
8309,8309,,,,,,,,,,,,
8308,8308,,,,,,,,,,,,
8307,8307,,,,,,,,,,,,
8306,8306,,,,,,,,,,,,
8305,8305,,,,,,,,,,,,
8304,8304,,,,,,,,,,,,
8303,8303,,,,,,,,,,,,
8302,8302,,,,,,,,,,,,
8301,8301,,,,,,,,,,,,
8300,8300,,,,,,,,,,,,
8299,8299,,,,,,,,,,,,
8298,8298,,,,,,,,,,,,
8297,8297,,,,,,,,,,,,
8296,8296,,,,,,,,,,,,
8295,8295,,,,,,3,,,,,,
8294,8294,,,,,,,,,,,,
8293,8293,,,,,,,,,,,,
8292,8292,,,,,,,,,,,,
8291,8291,,,,,,,,,,,,
8290,8290,,,,,,,,,,,,
8289,8289,,,,,,,,,,,,
8288,8288,,,,,,3,,,,,,
8288,8288,,,,,,,,,,,,
8287,8287,,,,,,3,,,,,,
8287,8287,,,,,,,,,,,,
8286,8286,,,,,,3,,,,,,
8285,8285,,,,,,3,,,,,,
8284,8284,,,,,,3,,,,,,
8283,8283,,,,,,3,,,,,,
8282,8282,,,,,,3,,,,,,
8281,8281,,,,,,3,,,,,,
8280,8280,,,,,,3,,,,,,
8279,8279,,,,,,3,,,,,,
8278,8278,,,,,,3,,,,,,
8277,8277,,,,,,3,,,,,,
8276,8276,,,,,,3,,,,,,
8275,8275,,,,,,3,,,,,,
8274,8274,,,,,,3,,,,,,
8273,8273,,,,,,3,,,,,,
8272,8272,,,,,,3,,,,,,
8271,8271,,,,,,3,,,,,,
8270,8270,,,,,,3,,,,,,
8269,8269,,,,,,3,,,,,,
8268,8268,,,,,,3,,,,,,
8267,8267,,,,,,3,,,,,,
8266,8266,,,,,,3,,,,,,
8265,8265,,,,,,3,,,,,,
8264,8264,,,,,,3,,,,,,
8263,8263,,,,,,3,,,,,,
8262,8262,,,,,,3,,,,,,
8261,8261,,,,,,3,,,,,,
8258,8258,,,,,,3,,,,,,
8257,8257,,,,,,3,,,,,,
8256,8256,,,,,,3,,,,,,
8255,8255,,,,,,3,,,,,,
8254,8254,,,,,,3,,,,,,
8253,8253,,,,,,3,,,,,,
8252,8252,,,,,,3,,,,,,
8251,8251,,,,,,3,,,,,,
8250,8250,,,,,,3,,,,,,
8249,8249,,,,,,3,,,,,,
8248,8248,,,,,,3,,,,,,
8247,8247,,,,,,3,,,,,,
8246,8246,,,,,,3,,,,,,
8245,8245,,,,,,3,,,,,,
8244,8244,,,,,,3,,,,,,
8243,8243,,,,,,3,,,,,,
8242,8242,,,,,,3,,,,,,
8241,8241,,,,,,3,,,,,,
8240,8240,,,,,,3,,,,,,
8239,8239,,,,,,3,,,,,,
8238,8238,,,,,,3,,,,,,
8237,8237,,,,,,3,,,,,,
8236,8236,,,,,,3,,,,,,
8235,8235,,,,,,3,,,,,,
8234,8234,,,,,,3,,,,,,
8233,8233,,,,,,3,,,,,,
8232,8232,,,,,,3,,,,,,
8231,8231,,,,,,3,,,,,,
8230,8230,,,,,,3,,,,,,
8229,8229,,,,,,3,,,,,,
8228,8228,,,,,,3,,,,,,
8227,8227,,,,,,3,,,,,,
8226,8226,,,,,,3,,,,,,
8225,8225,,,,,,3,,,,,,
8224,8224,,,,,,3,,,,,,
8223,8223,,,,,,3,,,,,,
8222,8222,,,,,,3,,,,,,
8221,8221,,,,,,3,,,,,,
8220,8220,,,,,,3,,,,,,
8219,8219,,,,,,3,,,,,,
8218,8218,,,,,,3,,,,,,
8217,8217,,,,,,3,,,,,,
8216,8216,,,,,,3,,,,,,
8215,8215,,,,,,3,,,,,,
8214,8214,,,,,,3,,,,,,
8213,8213,,,,,,3,,,,,,
8212,8212,,,,,,3,,,,,,
8211,8211,,,,,,3,,,,,,
8210,8210,,,,,,3,,,,,,
8209,8209,,,,,,3,,,,,,
8208,8208,,,,,,3,,,,,,
8207,8207,,,,,,3,,,,,,
8206,8206,,,,,,3,,,,,,
8205,8205,,,,,,3,,,,,,
8204,8204,,,,,,3,,,,,,
8203,8203,,,,,,3,,,,,,
8202,8202,,,,,,3,,,,,,
8201,8201,,,,,,3,,,,,,
8200,8200,,,,,,3,,,,,,
8199,8199,,,,,,3,,,,,,
8198,8198,,,,,,3,,,,,,
8197,8197,,,,,,3,,,,,,
8196,8196,,,,,,3,,,,,,
8195,8195,,,,,,3,,,,,,
8194,8194,,,,,,3,,,,,,
8193,8193,,,,,256,3,,,,,,
8192,8192,,,,,,3,,,,,,
8191,8191,,,,,,3,,,,,,
8190,8190,,,,,,3,,,,,,
8189,8189,,,,,,3,,,,,,
8188,8188,,,,,,3,,,,,,
8187,8187,,,,,,3,,,,,,
8186,8186,,,,,,3,,,,,,
8185,8185,,,,,,3,,,,,,
8184,8184,,,,,,3,,,,,,
8183,8183,,,,,,3,,,,,,
8182,8182,,,,,,3,,,,,,
8181,8181,,,,,,3,,,,,,
8180,8180,,,,,,3,,,,,,
8179,8179,,,,,,3,,,,,,
8178,8178,,,,,,3,,,,,,
8177,8177,,,,,,3,,,,,,
